WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
00:1d:0f:ea:83:59,hy-pack,[WPA-PSK-CCMP+TKIP][ESS],28/10/2017 20:28,6,-87,32.16033443,34.81241069,46,15.17000008,WIFI
08:97:58:33:e0:b8,NIPPON_3422,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:28,2,-85,32.16036855,34.81202239,47,15.17000008,WIFI
42501_10131_861579,Partner,HSDPA;il,28/10/2017 20:28,0,-79,32.16036855,34.81202239,47,15.17000008,GSM
44:33:4c:20:80:9c,CarDV-WIFI89e5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:29,11,-96,32.16030835,34.81197963,44,13.65299988,WIFI
44:33:4c:20:80:9c,CarDV-WIFI89e5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:29,11,-90,32.16031178,34.81197835,43,13.65299988,WIFI
88:dc:96:17:c1:5c,,[ESS],28/10/2017 20:29,6,-91,32.16031178,34.81197835,43,13.65299988,WIFI
42501_10131_861579,Partner,HSDPA;il,28/10/2017 20:29,0,-71,32.16031178,34.81197835,43,13.65299988,GSM
84:18:3a:3c:ed:d9,Ivean,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-85,32.16042397,34.81155841,39,7.585000038,WIFI
84:18:3a:7c:ed:d8,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-85,32.16042397,34.81155841,39,7.585000038,WIFI
84:18:3a:fc:ed:d8,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-86,32.16042397,34.81155841,39,7.585000038,WIFI
84:18:3a:7c:ed:d9,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-86,32.16042397,34.81155841,39,7.585000038,WIFI
84:18:3a:bc:ed:d8,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16042397,34.81155841,39,7.585000038,WIFI
ac:37:43:a9:d2:5a,AndroidAP,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-90,32.16042397,34.81155841,39,7.585000038,WIFI
84:18:3a:3c:ed:d8,WW Guest,[ESS],28/10/2017 20:30,11,-86,32.16042397,34.81155841,39,7.585000038,WIFI
42501_10131_861579,Partner,HSDPA;il,28/10/2017 20:30,0,-75,32.16068784,34.81081801,38,13.65299988,GSM
84:18:3a:b8:5c:68,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-75,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:38:5c:68,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-76,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:78:5c:68,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-77,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:78:7a:c8,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-79,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:b8:7a:c8,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-80,32.16079582,34.81065891,36,9.101999283,WIFI
34:8f:27:e0:75:b8,BI WIFI,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-81,32.16079582,34.81065891,36,9.101999283,WIFI
34:8f:27:a0:75:b8,MWTL Mobile (POMS),[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-81,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:78:69:f8,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-81,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:b8:5c:6c,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-89,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:b8:69:fc,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,52,-89,32.16079582,34.81065891,36,9.101999283,WIFI
34:8f:27:20:75:b8,Matrix HZ WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-82,32.16079582,34.81065891,36,9.101999283,WIFI
08:97:58:32:90:20,SEW132_24378992,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:30,2,-82,32.16079582,34.81065891,36,9.101999283,WIFI
34:8f:27:60:75:b8,MWTL,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,9,-82,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:38:7a:c8,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-82,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:38:69:fc,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,52,-90,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:78:5c:6c,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-90,32.16079582,34.81065891,36,9.101999283,WIFI
ac:f1:df:9d:d7:e1,delek glilot,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-83,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:38:5c:6c,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-91,32.16079582,34.81065891,36,9.101999283,WIFI
b0:89:00:d8:8a:b4,Partner-4G-8AB4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,5,-84,32.16079582,34.81065891,36,9.101999283,WIFI
08:97:58:33:43:18,wifi in car-0632,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:30,2,-87,32.16079582,34.81065891,36,9.101999283,WIFI
a8:bd:27:99:bb:c1,WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:3c:ed:dc,WeWorkCorp,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,36,-92,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:78:69:fc,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,52,-92,32.16079582,34.81065891,36,9.101999283,WIFI
84:18:3a:3c:ed:d9,Ivean,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-81,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:ed:d8,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:fc:ed:d8,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:ed:d9,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-79,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:bc:ed:d8,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-82,32.16094197,34.8104834,36,9.101999283,WIFI
ac:37:43:a9:d2:5a,AndroidAP,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-90,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:3c:ed:d8,WW Guest,[ESS],28/10/2017 20:30,11,-83,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:78:5c:6c,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-85,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:38:5c:6c,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-83,32.16094197,34.8104834,36,9.101999283,WIFI
00:18:25:06:de:1a,,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,6,-78,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:38:31:28,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-80,32.16094197,34.8104834,36,9.101999283,WIFI
c8:d3:ff:c2:56:fa,DIRECT-F9-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:30,11,-80,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:78:31:28,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-80,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:b8:69:f8,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-81,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:b8:31:28,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-82,32.16094197,34.8104834,36,9.101999283,WIFI
0e:18:d6:63:4a:e0,M&CSAATCHI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:30,1,-82,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:fc:e7:ad,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-86,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:38:69:f8,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-83,32.16094197,34.8104834,36,9.101999283,WIFI
24:a4:3c:db:87:25,CST-IL-WLAN,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-84,32.16094197,34.8104834,36,9.101999283,WIFI
e0:10:7f:f8:3c:cc,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-89,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:bc:ed:dd,Ivean,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-89,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:3c:e7:ad,WeWork 5Ghz,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-89,32.16094197,34.8104834,36,9.101999283,WIFI
e0:10:7f:38:3c:cc,WeWorkCorp,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,48,-89,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:ed:dd,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-89,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:3c:ed:dd,WeWork 5Ghz,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-90,32.16094197,34.8104834,36,9.101999283,WIFI
e0:10:7f:b8:3c:cc,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-90,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:e7:ad,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-90,32.16094197,34.8104834,36,9.101999283,WIFI
e0:10:7f:38:3c:cd,WeWork 5Ghz,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-91,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:fc:ed:dd,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-91,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:ed:de,Internet_Bee,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-91,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:fc:ed:dc,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-93,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:bc:ed:dc,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-92,32.16094197,34.8104834,36,9.101999283,WIFI
00:10:f3:6b:83:c6,Genesort internal,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:30,1,-89,32.16094197,34.8104834,36,9.101999283,WIFI
34:8f:27:20:75:b9,,[ESS],28/10/2017 20:30,9,-78,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:e7:ac,WW Guest,[ESS],28/10/2017 20:30,48,-88,32.16094197,34.8104834,36,9.101999283,WIFI
84:18:3a:7c:ed:dc,WW Guest,[ESS],28/10/2017 20:30,36,-90,32.16094197,34.8104834,36,9.101999283,WIFI
e0:10:7f:78:3c:cc,WW Guest,[ESS],28/10/2017 20:30,48,-92,32.16094197,34.8104834,36,9.101999283,WIFI
42501_10131_861579,Partner,HSDPA;il,28/10/2017 20:30,0,-59,32.16131895,34.80999563,36,9.101999283,GSM
84:18:3a:3c:ed:d9,Ivean,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-81,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:ed:d8,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:fc:ed:d8,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:ed:d9,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-79,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:bc:ed:d8,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-82,32.16174181,34.80946799,38,6.06799984,WIFI
ac:37:43:a9:d2:5a,AndroidAP,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-90,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:3c:ed:d8,WW Guest,[ESS],28/10/2017 20:30,11,-83,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:b8:5c:68,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-75,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:38:5c:68,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-73,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:78:5c:68,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-73,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:78:7a:c8,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-83,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:b8:7a:c8,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-83,32.16174181,34.80946799,38,6.06799984,WIFI
34:8f:27:e0:75:b8,BI WIFI,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-77,32.16174181,34.80946799,38,6.06799984,WIFI
34:8f:27:a0:75:b8,MWTL Mobile (POMS),[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-79,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:78:69:f8,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-82,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:b8:5c:6c,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-85,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:b8:69:fc,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,52,-89,32.16174181,34.80946799,38,6.06799984,WIFI
34:8f:27:20:75:b8,Matrix HZ WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-79,32.16174181,34.80946799,38,6.06799984,WIFI
08:97:58:32:90:20,SEW132_24378992,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:30,2,-82,32.16174181,34.80946799,38,6.06799984,WIFI
34:8f:27:60:75:b8,MWTL,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,9,-78,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:38:7a:c8,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-82,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:38:69:fc,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,52,-90,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:78:5c:6c,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-85,32.16174181,34.80946799,38,6.06799984,WIFI
ac:f1:df:9d:d7:e1,delek glilot,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-83,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:38:5c:6c,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,40,-83,32.16174181,34.80946799,38,6.06799984,WIFI
b0:89:00:d8:8a:b4,Partner-4G-8AB4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,5,-76,32.16174181,34.80946799,38,6.06799984,WIFI
08:97:58:33:43:18,wifi in car-0632,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:30,2,-87,32.16174181,34.80946799,38,6.06799984,WIFI
a8:bd:27:99:bb:c1,WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-87,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:3c:ed:dc,WeWorkCorp,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,36,-90,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:78:69:fc,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,52,-92,32.16174181,34.80946799,38,6.06799984,WIFI
00:18:25:06:de:1a,,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,6,-78,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:38:31:28,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-80,32.16174181,34.80946799,38,6.06799984,WIFI
c8:d3:ff:c2:56:fa,DIRECT-F9-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:30,11,-80,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:78:31:28,PlariumGuests,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-80,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:b8:69:f8,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-81,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:b8:31:28,Plarium_Dev,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,13,-82,32.16174181,34.80946799,38,6.06799984,WIFI
0e:18:d6:63:4a:e0,M&CSAATCHI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:30,1,-82,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:fc:e7:ad,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-86,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:38:69:f8,WiFi01,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-83,32.16174181,34.80946799,38,6.06799984,WIFI
24:a4:3c:db:87:25,CST-IL-WLAN,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,6,-84,32.16174181,34.80946799,38,6.06799984,WIFI
e0:10:7f:f8:3c:cc,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-89,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:bc:ed:dd,Ivean,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-89,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:3c:e7:ad,WeWork 5Ghz,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-89,32.16174181,34.80946799,38,6.06799984,WIFI
e0:10:7f:38:3c:cc,WeWorkCorp,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,48,-89,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:ed:dd,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-89,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:3c:ed:dd,WeWork 5Ghz,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-90,32.16174181,34.80946799,38,6.06799984,WIFI
e0:10:7f:b8:3c:cc,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-90,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:e7:ad,inPact,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-90,32.16174181,34.80946799,38,6.06799984,WIFI
e0:10:7f:38:3c:cd,WeWork 5Ghz,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,48,-91,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:fc:ed:dd,DoubleVerify,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-91,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:ed:de,Internet_Bee,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-91,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:fc:ed:dc,idc,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-93,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:bc:ed:dc,WeWork,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,36,-92,32.16174181,34.80946799,38,6.06799984,WIFI
00:10:f3:6b:83:c6,Genesort internal,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:30,1,-89,32.16174181,34.80946799,38,6.06799984,WIFI
34:8f:27:20:75:b9,,[ESS],28/10/2017 20:30,9,-78,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:e7:ac,WW Guest,[ESS],28/10/2017 20:30,48,-88,32.16174181,34.80946799,38,6.06799984,WIFI
84:18:3a:7c:ed:dc,WW Guest,[ESS],28/10/2017 20:30,36,-90,32.16174181,34.80946799,38,6.06799984,WIFI
e0:10:7f:78:3c:cc,WW Guest,[ESS],28/10/2017 20:30,48,-92,32.16174181,34.80946799,38,6.06799984,WIFI
56:d9:e7:d7:c6:14,EF_Guest,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,1,-72,32.16174181,34.80946799,38,6.06799984,WIFI
46:d9:e7:d7:c6:14,elastifile,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,1,-73,32.16174181,34.80946799,38,6.06799984,WIFI
68:72:51:26:f0:94,AP-1 station,[WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:30,13,-84,32.16174181,34.80946799,38,6.06799984,WIFI
3a:12:2d:b9:ce:63,4G_UFI-E63,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:30,3,-82,32.16174181,34.80946799,38,6.06799984,WIFI
80:2a:a8:4a:c9:37,CST-IL-WLAN,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-84,32.16174181,34.80946799,38,6.06799984,WIFI
a0:ab:1b:5f:51:48,as-om,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-90,32.16174181,34.80946799,38,6.06799984,WIFI
96:53:30:08:28:e9,DIRECT-e9-HP M277 LaserJet,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:30,1,-86,32.16174181,34.80946799,38,6.06799984,WIFI
00:1e:e5:04:e5:a1,elinove,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][WPS][ESS],28/10/2017 20:30,6,-88,32.16174181,34.80946799,38,6.06799984,WIFI
ec:8c:a2:09:cc:c8,Matrix HZ WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-91,32.16174181,34.80946799,38,6.06799984,WIFI
e4:6f:13:73:07:d4,012_2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-91,32.16174181,34.80946799,38,6.06799984,WIFI
ec:8c:a2:c9:cc:c8,BI WIFI,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-91,32.16174181,34.80946799,38,6.06799984,WIFI
ec:8c:a2:49:cc:c8,MWTL,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,9,-91,32.16174181,34.80946799,38,6.06799984,WIFI
88:dc:96:17:c0:9e,,[ESS],28/10/2017 20:30,6,-71,32.16174181,34.80946799,38,6.06799984,WIFI
88:dc:96:17:c1:5c,,[ESS],28/10/2017 20:30,6,-73,32.16174181,34.80946799,38,6.06799984,WIFI
2a:66:bc:ce:e1:75,SETUP,[IBSS],28/10/2017 20:30,11,-87,32.16174181,34.80946799,38,6.06799984,WIFI
48:ee:0c:3e:8c:e0,Bezeq_WiFi,[ESS],28/10/2017 20:30,9,-96,32.16174181,34.80946799,38,6.06799984,WIFI
42501_10131_2147483647,Partner,UNKNOWN;il,28/10/2017 20:30,0,-51,32.16174181,34.80946799,38,6.06799984,GSM
42501_10131_861581,Partner,HSDPA;il,28/10/2017 20:30,0,-51,32.1619813,34.80952672,41,9.101999283,GSM
70:62:b8:91:9b:63,AP1,[WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:30,1,-73,32.16218496,34.80967101,48,10.61899948,WIFI
90:a7:c1:0c:4d:14,Office Network,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,10,-78,32.16218496,34.80967101,48,10.61899948,WIFI
10:0d:7f:86:c9:7c,Triumph,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:30,5,-81,32.16218496,34.80967101,48,10.61899948,WIFI
10:5a:f7:0a:2b:c1,Ezel dudi2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,11,-81,32.16218496,34.80967101,48,10.61899948,WIFI
90:a7:c1:0c:50:50,Office Network,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,1,-83,32.16218496,34.80967101,48,10.61899948,WIFI
a0:ab:1b:5e:b2:c4,225_5eb2c0,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,9,-84,32.16218496,34.80967101,48,10.61899948,WIFI
ec:8c:a2:08:f1:98,Matrix HZ WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,4,-87,32.16218496,34.80967101,48,10.61899948,WIFI
ec:8c:a2:c9:cc:f8,BI WIFI,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-89,32.16218496,34.80967101,48,10.61899948,WIFI
24:0a:11:65:41:99,Y800Z_4199,[WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:30,11,-90,32.16218496,34.80967101,48,10.61899948,WIFI
ec:8c:a2:89:cc:f8,MWTL Mobile (POMS),[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-90,32.16218496,34.80967101,48,10.61899948,WIFI
ec:8c:a2:49:cc:f8,MWTL,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,3,-91,32.16218496,34.80967101,48,10.61899948,WIFI
ec:8c:a2:09:cc:f8,Matrix HZ WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,3,-91,32.16218496,34.80967101,48,10.61899948,WIFI
74:da:38:c3:3e:01,tandoori_2EX,[WEP][ESS],28/10/2017 20:30,1,-83,32.16218496,34.80967101,48,10.61899948,WIFI
c4:04:15:11:5d:a2,tandoori,[WEP][ESS],28/10/2017 20:30,1,-90,32.16218496,34.80967101,48,10.61899948,WIFI
0c:84:dc:3e:43:ca,HP-Print-ca-LaserJet 400 MFP,[ESS],28/10/2017 20:30,1,-86,32.16218496,34.80967101,48,10.61899948,WIFI
48:ee:0c:3e:ad:41,offise2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,8,-77,32.1623526,34.80978916,51,15.17000008,WIFI
ec:8c:a2:88:f1:98,MWTL Mobile (POMS),[WPA2-PSK-CCMP][ESS],28/10/2017 20:30,4,-89,32.1623526,34.80978916,51,15.17000008,WIFI
ec:8c:a2:48:f1:98,MWTL,[WPA2-EAP-CCMP][ESS],28/10/2017 20:30,4,-90,32.1623526,34.80978916,51,15.17000008,WIFI
